id;category;topic;difficulty;question;answer1;answer2;answer3;answer4;correctAnswer;explanation;media
netzwerk-011;Netzwerk;;hard;Ein Switch empfängt einen Ethernet-Frame mit einer Ziel-MAC-Adresse, die noch nicht in seiner MAC-Tabelle bekannt ist. Wie verhält er sich normalerweise?;Er sendet den Frame über alle geeigneten Ports des VLANs außer dem Eingangsport;Er verwirft den Frame immer sofort;Er sendet den Frame ausschließlich an das Standardgateway;Er ersetzt die Ziel-MAC-Adresse durch eine Broadcastadresse;0;Bei einem unbekannten Unicast-Ziel führt ein Switch normalerweise Flooding innerhalb des betreffenden VLANs durch, bis er die Ziel-MAC gelernt hat.;
netzwerk-012;Netzwerk;;hard;Ein Client erhält per DHCP eine Adresse, kann aber nur Geräte im eigenen Subnetz erreichen. DNS-Auflösung funktioniert ebenfalls. Welche fehlerhafte Einstellung ist am wahrscheinlichsten?;Das Standardgateway fehlt oder ist falsch konfiguriert;Die MAC-Adresse des Clients ist zu lang;Der Switch verwendet Ethernet;Der DNS-Server antwortet zu schnell;0;Wenn lokale Kommunikation und DNS funktionieren, aber andere Netze nicht erreichbar sind, ist ein fehlendes oder falsches Standardgateway ein naheliegender Fehler.;
netzwerk-013;Netzwerk;;hard;Warum kann NAT dazu führen, dass mehrere private IPv4-Hosts eine einzige öffentliche IPv4-Adresse gemeinsam verwenden?;Der Router verändert Adressinformationen und kann Verbindungen zusätzlich über Portnummern zuordnen;Alle internen Hosts erhalten dieselbe MAC-Adresse;Private IPv4-Adressen werden automatisch zu IPv6-Adressen;Der Switch speichert für jeden Host eine öffentliche IP-Adresse;0;Bei NAT beziehungsweise PAT übersetzt der Router interne Adressen in eine öffentliche Adresse und unterscheidet parallele Verbindungen typischerweise über Transportprotokoll und Portinformationen.;
netzwerk-014;Netzwerk;;hard;Zwei Switches sind mit einer Verbindung gekoppelt, über die mehrere VLANs transportiert werden sollen. Welche Konfiguration ist dafür typischerweise erforderlich?;Ein Trunk-Link mit VLAN-Kennzeichnung, zum Beispiel nach IEEE 802.1Q;Ein ausschließlich ungetaggter Access-Port für genau ein VLAN;Eine RAID-5-Konfiguration auf beiden Switches;Ein DHCP-Relay ohne VLAN-Konfiguration;0;Ein Trunk transportiert Verkehr mehrerer VLANs über eine gemeinsame Verbindung. IEEE 802.1Q kennzeichnet Frames dabei mit VLAN-Informationen.;
netzwerk-015;Netzwerk;;medium;Welche Aufgabe hat ein Switch in einem Ethernet-Netzwerk hauptsächlich?;Er leitet Frames anhand von MAC-Adressen gezielt an passende Ports weiter;Er vergibt automatisch öffentliche IP-Adressen;Er ersetzt grundsätzlich den Router zum Internet;Er wandelt jede IPv4-Adresse automatisch in IPv6 um;0;Ein Switch lernt MAC-Adressen an seinen Ports und leitet Ethernet-Frames gezielt innerhalb des lokalen Netzes weiter.;
netzwerk-016;Netzwerk;;medium;Welche Hauptaufgabe hat eine Portnummer bei TCP oder UDP?;Sie identifiziert einen Prozess bzw. Dienst auf einem Host.;Sie identifiziert den Hersteller der Netzwerkkarte.;Sie legt die Subnetzmaske des Zielnetzes fest.;Sie bestimmt den nächsten Router im Netzwerk.;0;Ports gehören zur Transportschicht und helfen dem Betriebssystem, Daten dem richtigen Prozess oder Dienst zuzuordnen.;
netzwerk-017;Netzwerk;;medium;Welches Protokoll wird typischerweise zum Senden und Weiterleiten von E-Mails verwendet?;IMAP;SMTP;POP3;ARP;1;SMTP ist das Anwendungsprotokoll zum Senden und Weiterleiten von E-Mails.;
netzwerk-018;Netzwerk;;medium;Welcher Unterschied zwischen IMAP und POP3 ist für mehrere Endgeräte besonders wichtig?;IMAP synchronisiert den Zustand der Mailbox auf dem Server, POP3 lädt Nachrichten typischerweise zum Client herunter.;POP3 synchronisiert Ordner und Zustände serverseitig, IMAP arbeitet nur lokal.;IMAP wird nur zum Senden, POP3 nur zum Verschlüsseln von E-Mails verwendet.;POP3 verwendet IP-Adressen, IMAP ausschließlich MAC-Adressen.;0;IMAP eignet sich besonders für mehrere Endgeräte, weil Nachrichten und Ordner auf dem Server verwaltet und synchronisiert werden.;
netzwerk-019;Netzwerk;;medium;Welche Standardportnummer ist HTTPS zugeordnet?;22;53;80;443;3;HTTPS verwendet standardmäßig TCP-Port 443.;
netzwerk-020;Netzwerk;;medium;Welche Standardportnummer ist HTTP zugeordnet?;25;53;80;443;2;HTTP verwendet standardmäßig TCP-Port 80.;
netzwerk-021;Netzwerk;;medium;Welche Standardportnummer ist SSH zugeordnet?;21;22;23;25;1;SSH verwendet standardmäßig TCP-Port 22.;
netzwerk-022;Netzwerk;;medium;Welche Standardportnummer wird typischerweise für DNS verwendet?;25;53;67;110;1;DNS verwendet Port 53, je nach Vorgang über UDP oder TCP.;
netzwerk-023;Netzwerk;;medium;Warum kann derselbe Portnummernwert sowohl bei TCP als auch bei UDP existieren?;TCP und UDP besitzen getrennte Portnummernräume.;UDP verwendet Ports nur als Kommentar ohne technische Bedeutung.;TCP-Portnummern werden automatisch in UDP-Portnummern umgerechnet.;Nur Ports oberhalb von 49151 dürfen in beiden Protokollen vorkommen.;0;TCP und UDP sind unterschiedliche Transportprotokolle und verwalten ihre Portnummern jeweils separat.;
netzwerk-024;Netzwerk;;medium;Ein Client verbindet sich von 192.168.5.20:53142 mit einem HTTPS-Server auf 203.0.113.10:443. Wofür steht 53142?;Für die dynamische Quellportnummer des Clients.;Für die MAC-Adresse des Clients.;Für den Standardport von HTTPS.;Für die VLAN-ID des Clients.;0;Der Client verwendet üblicherweise eine dynamische bzw. ephemere Quellportnummer, während der Server auf dem bekannten Zielport 443 lauscht.;
netzwerk-025;Netzwerk;;medium;Welche Aussage beschreibt den Unterschied zwischen IP-Adresse und Port am besten?;Die IP-Adresse adressiert den Host bzw. das Netz, der Port den Prozess bzw. Dienst.;Die IP-Adresse adressiert nur Anwendungen, der Port nur Router.;Die IP-Adresse ist nur für Layer 2, der Port nur für Layer 3 relevant.;IP-Adresse und Port erfüllen dieselbe Aufgabe auf unterschiedlichen Betriebssystemen.;0;Die IP-Adresse gehört zur Vermittlungsschicht, Ports gehören zu TCP/UDP auf der Transportschicht.;
netzwerk-026;Netzwerk;;medium;Auf welcher OSI-Schicht arbeiten TCP und UDP?;Schicht 2 – Sicherung;Schicht 3 – Vermittlung;Schicht 4 – Transport;Schicht 7 – Anwendung;2;TCP und UDP sind Transportprotokolle und gehören zur OSI-Schicht 4.;
netzwerk-027;Netzwerk;;medium;Auf welcher OSI-Schicht arbeitet IPv4 hauptsächlich?;Schicht 1;Schicht 2;Schicht 3;Schicht 4;2;IPv4 gehört zur Vermittlungsschicht bzw. Network Layer, also OSI-Schicht 3.;
netzwerk-028;Netzwerk;;medium;Welche Adresse ist typisch für die OSI-Schicht 2?;MAC-Adresse;IPv4-Adresse;TCP-Port;DNS-Name;0;Ethernet und MAC-Adressen gehören zur Sicherungsschicht, also Layer 2.;
netzwerk-029;Netzwerk;;medium;Welche Zuordnung ist korrekt?;Switch – Layer 2 – MAC-Adresse;Switch – Layer 3 – TCP-Port;Router – Layer 2 – DNS-Name;Router – Layer 4 – MAC-Adresse;0;Ein klassischer Layer-2-Switch leitet Frames anhand von MAC-Adressen weiter.;
netzwerk-030;Netzwerk;;medium;Welche Zuordnung ist korrekt?;Router – Layer 3 – IP-Adresse;Router – Layer 2 – Portnummer;Router – Layer 4 – MAC-Adresse;Router – Layer 7 – VLAN-ID;0;Router arbeiten primär auf Layer 3 und treffen Weiterleitungsentscheidungen anhand von IP-Netzen.;
netzwerk-031;Netzwerk;;medium;Welches Protokoll verwendet der Befehl ping bei IPv4?;ARP;ICMPv4;TCP;SMTP;1;ping verwendet ICMP Echo Request und Echo Reply.;
netzwerk-032;Netzwerk;;medium;Welche ICMP -Nachricht ist für tracert/traceroute besonders wichtig?;Echo Redirect;Time Exceeded;Port Accepted;Route Confirmed;1;Router senden typischerweise ICMP Time Exceeded, wenn der TTL-Wert eines Pakets auf 0 fällt.;
netzwerk-033;Netzwerk;;medium;Welche Aufgabe hat das TTL-Feld in IPv4?;Es begrenzt, wie viele Router ein Paket durchlaufen kann.;Es legt die TCP-Zielportnummer fest.;Es speichert die MAC-Adresse des Absenders.;Es bestimmt die maximale Größe eines Ethernet-Frames.;0;Jeder Router reduziert TTL. Bei 0 wird das Paket verworfen, damit es nicht endlos im Netz zirkuliert.;
netzwerk-034;Netzwerk;;hard;Warum kann tracert die einzelnen Router auf dem Weg zum Ziel sichtbar machen?;Es sendet Pakete mit schrittweise erhöhtem TTL und wertet Time-Exceeded-Antworten aus.;Es liest die vollständige Routingtabelle jedes Routers per SNMP aus.;Es fordert von jedem Switch dessen MAC-Adresstabelle an.;Es setzt die Zielportnummer bei jedem Paket auf die Nummer des nächsten Routers.;0;Mit TTL 1, 2, 3 usw. erreicht jedes Paket einen Hop weiter, bevor ein Router es verwirft und eine ICMP-Antwort zurücksendet.;
netzwerk-035;Netzwerk;;medium;Was bedeutet APIPA unter Windows?;Automatische Vergabe einer 169.254.x.x-Adresse, wenn kein DHCP erreicht wird.;Automatische Vergabe einer öffentlichen IPv4-Adresse durch DNS.;Automatische Zuordnung einer MAC-Adresse zu einer VLAN-ID.;Automatische Verschlüsselung aller Pakete im lokalen Netz.;0;Wenn DHCP nicht erreichbar ist, kann Windows sich selbst eine Link-Local-Adresse aus 169.254.0.0/16 geben.;
netzwerk-036;Netzwerk;;medium;Ein Windows-Client erhält 169.254.44.18/16. Was ist die wahrscheinlichste Ursache?;Der Client konnte keinen DHCP-Server erreichen.;Der DNS-Server hat einen falschen A-Record geliefert.;Der Router hat den TCP-Port 443 blockiert.;Der Switch hat automatisch ein /16-VLAN erzeugt.;0;Eine APIPA-Adresse deutet typischerweise darauf hin, dass die automatische DHCP-Konfiguration nicht erfolgreich war.;
netzwerk-037;Netzwerk;;medium;Welche Aufgabe hat DHCP?;Netzwerkparameter wie IP-Adresse, Maske, Gateway und DNS automatisch verteilen.;Domainnamen in MAC-Adressen umwandeln.;E-Mails zwischen Mailservern weiterleiten.;Ethernet-Frames anhand von Ports verschlüsseln.;0;DHCP automatisiert die Netzwerkkonfiguration von Clients.;
netzwerk-038;Netzwerk;;medium;Welche UDP-Ports werden typischerweise von DHCP verwendet?;53 und 54;67 und 68;80 und 443;110 und 143;1;DHCP nutzt typischerweise UDP 67 auf Serverseite und UDP 68 auf Clientseite.;
netzwerk-039;Netzwerk;;medium;Welche Aufgabe hat DNS?;Namen in IP-Adressen und weitere DNS-Daten auflösen.;MAC-Adressen in TCP-Ports umwandeln.;IP-Adressen automatisch an Clients vergeben.;Pakete zwischen verschiedenen Subnetzen routen.;0;DNS stellt Namensauflösung und weitere verteilte Namensinformationen bereit.;
netzwerk-040;Netzwerk;;medium;Warum verwendet DNS neben UDP auch TCP?;Bestimmte DNS-Vorgänge oder größere Antworten benötigen TCP.;UDP ist nur für IPv6 erlaubt.;TCP wird ausschließlich für lokale Hosts ohne Router verwendet.;TCP ist erforderlich, sobald eine DNS-Anfrage Port 53 erreicht.;0;DNS nutzt häufig UDP für normale Abfragen, kann aber z. B. bei bestimmten größeren Antworten oder Zonentransfers TCP verwenden.;
netzwerk-041;Netzwerk;;medium;Welche Aufgabe hat ARP in einem IPv4-LAN?;Zu einer IPv4-Adresse die passende MAC-Adresse im lokalen Netz ermitteln.;Zu einer MAC-Adresse den passenden TCP-Port bestimmen.;Eine öffentliche IPv4-Adresse in eine private übersetzen.;Den schnellsten Router im Internet auswählen.;0;ARP verbindet im lokalen IPv4-Netz die logische IPv4-Adressierung mit der MAC-Adressierung von Ethernet.;
netzwerk-042;Netzwerk;;medium;Ein Host möchte ein Ziel in derselben IPv4-Subnetz erreichen. Was benötigt er vor dem Senden eines Ethernet-Frames typischerweise?;Die MAC-Adresse des Zielhosts.;Die MAC-Adresse des DNS-Servers.;Den TCP-Port des Switches.;Die öffentliche IP-Adresse des Routers.;0;Bei einem lokalen Ziel wird der Frame direkt an die MAC-Adresse des Zielhosts adressiert.;
netzwerk-043;Netzwerk;;hard;Ein Host sendet an ein Ziel außerhalb seiner eigenen Subnetzmaske. Welche MAC-Adresse verwendet er typischerweise als Ethernet-Ziel?;Die MAC-Adresse des Default Gateways.;Die MAC-Adresse des entfernten Zielhosts über das Internet.;Die MAC-Adresse des DNS-Servers.;Eine zufällig erzeugte MAC-Adresse.;0;Für entfernte Netze wird der Frame lokal an den nächsten Router bzw. das Default Gateway gesendet.;
netzwerk-044;Netzwerk;;medium;Was beschreibt ein Default Gateway?;Den Router, an den ein Host Pakete für nicht lokal erreichbare Netze sendet.;Den DHCP-Server, der immer die erste freie Adresse vergibt.;Den DNS-Server, der unbekannte Namen verwirft.;Den Switch-Port mit der niedrigsten Nummer.;0;Das Default Gateway ist der Standard-Nächste-Hop für Ziele außerhalb der lokalen Subnetze.;
netzwerk-045;Netzwerk;;medium;Wie viele Bits hat eine IPv4-Adresse?;16;32;48;128;1;IPv4-Adressen bestehen aus 32 Bits.;
netzwerk-046;Netzwerk;;medium;Wie viele Bits hat eine klassische MAC-Adresse bei Ethernet?;32;40;48;64;2;Eine klassische Ethernet-MAC-Adresse ist 48 Bit bzw. 6 Byte lang.;
netzwerk-047;Netzwerk;;medium;Welche Subnetzmaske entspricht /26?;255.255.255.64;255.255.255.128;255.255.255.192;255.255.255.224;2;/26 bedeutet 26 gesetzte Bits: 255.255.255.192.;
netzwerk-048;Netzwerk;;medium;Wie groß ist die Blockgröße im letzten Oktett bei einer /27-Subnetz innerhalb eines /24-Netzes?;16;32;64;128;1;/27 hat 5 Hostbits, also 32 Adressen pro Block.;
netzwerk-049;Netzwerk;;medium;Welches Netz enthält die Adresse 192.168.20.150/26?;192.168.20.64/26;192.168.20.128/26;192.168.20.150/26;192.168.20.192/26;1;Bei /26 sind die Blöcke 0–63, 64–127, 128–191 und 192–255. 150 liegt im Netz 128/26.;
netzwerk-050;Netzwerk;;hard;Welche Broadcast-Adresse gehört zu 10.10.8.173/27?;10.10.8.159;10.10.8.175;10.10.8.191;10.10.8.223;2;Die /27-Blöcke sind 32 Adressen groß. 173 liegt im Block 160–191, dessen Broadcast 191 ist.;
netzwerk-051;Netzwerk;;medium;Wie viele nutzbare Hostadressen hat eine klassische /26-Subnetz?;30;62;64;126;1;Eine /26 enthält 64 Adressen. Klassisch sind Netzadresse und Broadcast nicht als Hostadressen nutzbar, also 62.;
netzwerk-052;Netzwerk;;hard;Eine /24 wird vollständig in /28-Netze zerlegt. Wie viele /28-Subnetze entstehen?;4;8;16;32;2;Von /24 auf /28 werden 4 zusätzliche Netzbits verwendet: 2^4 = 16 Subnetze.;
netzwerk-053;Netzwerk;;hard;Welche Aussage beschreibt VLSM korrekt?;Unterschiedlich große Subnetze können innerhalb eines größeren Adressblocks geplant werden.;Alle Subnetze eines Adressblocks müssen zwingend dieselbe Maske besitzen.;VLSM bedeutet, dass ein Host gleichzeitig mehrere MAC-Adressen braucht.;VLSM ist eine Methode zur automatischen Portvergabe bei TCP.;0;VLSM erlaubt unterschiedliche Präfixlängen und damit unterschiedlich große Subnetze innerhalb eines Adressplans.;
netzwerk-054;Netzwerk;;hard;Ein Host hat 192.168.30.150/26. Welches Ziel betrachtet er als lokal?;192.168.30.20;192.168.30.100;192.168.30.130;192.168.30.220;2;192.168.30.150/26 liegt im Netz 128–191. Daher ist 130 lokal erreichbar.;
netzwerk-055;Netzwerk;;hard;PC-A ist 10.0.0.20/24, PC-B ist 10.0.0.130/25. Ohne Router: Warum kann die Kommunikation asymmetrisch problematisch werden?;A kann B als lokal betrachten, während B A als außerhalb seines /25-Netzes betrachtet.;B verwendet automatisch TCP, A dagegen UDP.;A und B besitzen zwingend dieselbe MAC-Adresse.;Ein /24-Host darf grundsätzlich keine /25-Adresse ansprechen.;0;Unterschiedliche überlappende Masken können dazu führen, dass Hosts den jeweils anderen unterschiedlich als lokal oder entfernt einstufen.;
netzwerk-056;Netzwerk;;medium;Was ist die Netzadresse von 192.168.50.70/26?;192.168.50.0;192.168.50.64;192.168.50.70;192.168.50.127;1;70 liegt im /26-Block 64–127, daher ist 192.168.50.64 die Netzadresse.;
netzwerk-057;Netzwerk;;medium;Was ist die Broadcast-Adresse des Netzes 192.168.50.64/26?;192.168.50.63;192.168.50.126;192.168.50.127;192.168.50.128;2;Der Block reicht von 64 bis 127. Die letzte Adresse ist die Broadcast-Adresse.;
netzwerk-058;Netzwerk;;medium;Welche IPv4-Adressbereiche sind privat?;10.0.0.0/8, 172.16.0.0/12 und 192.168.0.0/16;11.0.0.0/8, 172.0.0.0/8 und 193.168.0.0/16;100.0.0.0/8, 169.254.0.0/16 und 224.0.0.0/4;127.0.0.0/8, 192.0.0.0/8 und 240.0.0.0/4;0;Diese drei Bereiche sind für private IPv4-Netze reserviert.;
netzwerk-059;Netzwerk;;medium;Was ist 127.0.0.1?;Eine typische IPv4-Loopback-Adresse.;Die erste öffentliche IPv4-Adresse eines Routers.;Eine APIPA-Adresse.;Eine Multicast-Adresse.;0;127.0.0.1 bezeichnet üblicherweise localhost über die Loopback-Schnittstelle.;
netzwerk-060;Netzwerk;;medium;Was testet ping localhost in erster Linie?;Die lokale TCP/IP-Implementierung bzw. Loopback-Funktion.;Die Verbindung zum Default Gateway.;Die DNS-Auflösung im Internet.;Die physische Verbindung zum Switch.;0;Loopback-Pakete verlassen den Rechner nicht. Damit wird vor allem der lokale Netzwerkstack getestet.;
netzwerk-061;Netzwerk;;medium;Was ist der Hauptunterschied zwischen einem Hub und einem Switch?;Ein Hub wiederholt Signale an alle Ports, ein Switch leitet Frames gezielt anhand gelernter MAC-Adressen weiter.;Ein Hub routet IP-Pakete, ein Switch vergibt IP-Adressen.;Ein Switch arbeitet ausschließlich mit DNS-Namen, ein Hub mit Ports.;Ein Hub unterstützt VLANs, ein Switch grundsätzlich nicht.;0;Hubs arbeiten als einfache Wiederholer, Switches lernen MAC-Adressen und trennen Kollisionsdomänen.;
netzwerk-062;Netzwerk;;medium;Was ist eine Kollisionsdomäne bei einem klassischen Ethernet-Hub?;Alle angeschlossenen Geräte teilen sich dieselbe Kollisionsdomäne.;Jeder Hub-Port bildet immer eine eigene Kollisionsdomäne.;Nur der Router gehört zur Kollisionsdomäne.;Eine Kollisionsdomäne entspricht immer exakt einem VLAN.;0;Bei einem Hub teilen alle angeschlossenen Stationen das gemeinsame Medium und damit die Kollisionsdomäne.;
netzwerk-063;Netzwerk;;medium;Wozu dient CSMA/CD in klassischem gemeinsam genutztem Ethernet?;Kollisionen erkennen und nach einem Verfahren erneut senden.;IP-Adressen dynamisch verteilen.;DNS-Namen verschlüsseln.;VLAN-Tags zu entfernen.;0;CSMA/CD regelt den Zugriff auf ein gemeinsam genutztes Ethernet-Medium und das Verhalten nach Kollisionen.;
netzwerk-064;Netzwerk;;medium;Warum spielt CSMA/CD in modernen Full-Duplex-Switch-Netzen praktisch keine Rolle mehr?;Weil Punkt-zu-Punkt-Full-Duplex-Verbindungen keine klassischen Ethernet-Kollisionen erzeugen.;Weil IPv6 CSMA/CD ersetzt hat.;Weil Router jede Kollision automatisch korrigieren.;Weil moderne Switches ausschließlich UDP verwenden.;0;Bei Full-Duplex sendet und empfängt jede Verbindung gleichzeitig ohne gemeinsames Kollisionsmedium.;
netzwerk-065;Netzwerk;;medium;Welche Information lernt ein Layer-2-Switch?;Welche MAC-Adresse über welchen Port erreichbar ist.;Welcher DNS-Name zu welchem TCP-Port gehört.;Welche Anwendung welchen Benutzer angemeldet hat.;Welche öffentliche IP-Adresse hinter einem NAT liegt.;0;Ein Switch baut aus empfangenen Frames eine MAC-Adresstabelle auf.;
netzwerk-066;Netzwerk;;hard;Ein Switch kennt die Ziel-MAC-Adresse eines Frames noch nicht. Was macht er typischerweise?;Er flutet den Frame über die relevanten Ports außer dem Eingangsport.;Er sendet den Frame automatisch zum DNS-Server.;Er verwirft jeden unbekannten Unicast-Frame sofort.;Er ändert die Ziel-MAC-Adresse auf Broadcast und sendet nur zum Router.;0;Unknown Unicast wird typischerweise innerhalb des VLANs geflutet, bis der Switch die Adresse lernt.;
netzwerk-067;Netzwerk;;medium;Was bewirkt ein VLAN auf einem Switch?;Es trennt eine physische Switch-Infrastruktur in logische Layer-2-Broadcast-Domänen.;Es erhöht automatisch die Anzahl verfügbarer TCP-Ports.;Es wandelt IPv4-Adressen in IPv6-Adressen um.;Es ersetzt die Subnetzmaske auf allen Clients.;0;VLANs schaffen getrennte logische Layer-2-Netze auf derselben physischen Infrastruktur.;
netzwerk-068;Netzwerk;;hard;Welche Aussage zu VLAN und Subnetz ist am treffendsten?;VLAN und IP-Subnetz sind unterschiedliche Konzepte, werden in der Praxis aber häufig einander zugeordnet.;Ein VLAN ist exakt dasselbe wie eine Subnetzmaske.;Jedes VLAN muss zwingend mehrere IP-Subnetze enthalten.;Subnetze funktionieren nur, wenn VLAN-IDs mit der Netzadresse identisch sind.;0;VLAN ist Layer 2, IP-Subnetting Layer 3. In typischen Designs wird oft ein Subnetz pro VLAN verwendet.;
netzwerk-069;Netzwerk;;medium;Was bedeutet MTU im Ethernet-Kontext typischerweise?;Maximale Nutzlastgröße eines Layer-3-Pakets, die ohne Fragmentierung in einen Frame passt.;Maximale Anzahl MAC-Adressen pro Switch.;Maximale Zahl von TCP-Ports pro Anwendung.;Mindestzeit eines TTL-Wertes.;0;Bei klassischem Ethernet ist eine MTU von 1500 Byte für die IP-Nutzlast üblich.;
netzwerk-070;Netzwerk;;medium;Welche Aufgabe hat das FCS-Feld in einem Ethernet-Frame?;Fehler bei der Übertragung erkennen.;Fehler automatisch durch erneutes Senden korrigieren.;Den Ziel-TCP-Port festlegen.;Die IP-Adresse des Gateways speichern.;0;FCS dient der Fehlererkennung auf Frame-Ebene, nicht der automatischen Fehlerkorrektur.;
netzwerk-071;Netzwerk;;medium;Welche Aussage zu ICMP und Ports ist korrekt?;ICMP verwendet keine TCP- oder UDP-Portnummern.;ICMP verwendet immer TCP-Port 1.;ICMP verwendet immer UDP-Port 0.;ICMP verwendet dieselben Ports wie DNS.;0;ICMP wird direkt über IP transportiert und besitzt keine TCP-/UDP-Ports.;
netzwerk-072;Netzwerk;;hard;Ein Paket erreicht den richtigen Host, aber dort lauscht kein Prozess auf dem angesprochenen TCP-Port. Welche Ebene hat damit bereits korrekt funktioniert?;"Die IP-Zustellung zum Host hat funktioniert; das Problem liegt beim Transport/Prozess-Ziel.";Die MAC-Adresse des entfernten Internethosts muss falsch sein.;DNS muss zwingend ausgefallen sein.;Die Subnetzmaske kann nicht korrekt gewesen sein.;0;Wenn das Paket den Host erreicht, hat die Layer-3-Zustellung grundsätzlich funktioniert. Die Portzuordnung betrifft Layer 4 und den Zielprozess.;
netzwerk-073;Netzwerk;;hard;Welches Beispiel zeigt korrekt eine vollständige Identifikation einer TCP-Verbindung?;Quell-IP, Quellport, Ziel-IP, Zielport und Transportprotokoll.;Nur Ziel-IP und MAC-Adresse.;Nur Quellport und DNS-Name.;VLAN-ID, TTL und Gateway-MAC ohne Ports.;0;TCP-Verbindungen werden durch die Kombination aus Quell-/Ziel-IP, Quell-/Zielport und Protokoll eindeutig beschrieben.;
